key	text	tooltip
resources_description_cr_major_secondary_nandakshi	南达克希的猴人横跨震旦与印地王国的边界，以狡黠多变、精于突袭和雇佣兵活动而闻名。震旦南部和印地北部的人民都将其视为威胁，但在危急时刻，南达克希的猴人也会响应号召，在人类军队中担任出色的士兵。大多数猴人很享受这种地位；他们靠震旦和印地的黄金发财，同时嘲笑邻居们的沮丧。\\n\\n南达克希城坐落在攀升的山坡之间，是一座充满审美反差的城市。山谷中点缀着猴王和各种猴人神灵的石庙与金像。这些建筑工艺精湛，由从拉克塔德维三角洲雇佣或绑架来的印地工匠以古典印地风格打造。而围绕这些寺庙的拥挤棚屋则简陋得多，是用猴人粪便密封在一起的木质简易房。	false
resources_onscreen_text_cr_major_secondary_nandakshi	[[col:yellow]]南达克希[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出铁矿[[/col]]	false
resources_description_cr_major_secondary_eye_of_the_tiger	自从希尔·汗作为神祇崛起以来，印地的许多虎人已经变得“文明”，比起品尝人类血肉，他们更享受人类的庇护。然而，文明的侵蚀并不彻底，仍有许多希尔加·拉克塔部落能感受到黑暗诸神的召唤。这些野蛮部落最大的聚集地莫过于“虎之眼”，那是位于天山山脉以南珊巴尼丘陵的一个巨大洞穴。\\n\\n从这里开始，劫掠队深入拉克塔德维三角洲，有时甚至到达更远的印地王国。与西方野兽人的万魔岩类似，虎之眼的希尔加·拉克塔在这里为可憎的神灵和恶灵制作恐怖的偶像，并在那里献祭人类俘虏，随后分食残骸。不过，与西方的野兽人相比，奇怪的是他们囤积的战利品。虎之眼的居民对珠宝有着特殊的痴迷，并将其收集起来展示在巨大的骸骨架上。	false
resources_onscreen_text_cr_major_secondary_chandrahara	[[col:yellow]]钱德拉哈拉[[/col]]	false
resources_description_cr_major_secondary_chandrahara	在印地北部的大部分地区，虎人（又称舍加·拉克塔）要么与印地人类隔绝生活，要么作为冷漠而霸道的保护者存在。然而，钱德拉哈拉是个巨大的例外。在这里，舍加·拉克塔人与谢尔·汗的信徒共同生活，他们作为战士、猎人，甚至是与上层种姓交往的政客。因此，钱德拉哈拉的虎人常被认为与震旦南方著名的荣誉虎人十分相似。\\n\\n对于钱德拉哈拉的舍加·拉克塔人来说，这不仅是性格上的差异，更是哲学和领导力上的不同。钱德拉哈拉是拉克塔德维河畔一座新兴的城市，来自拉克塔德维三角洲的大政客们溯流而上，与虎人酋长们达成交易。如果舍加·拉克塔人想要被印地诸王国所接受，那么就必须有愿意参与政治博弈的虎人酋长。\\n\\n当然，虎人酋长们极大地依赖于其族群中秩序的维系。任何让族人蒙羞的钱德拉哈拉舍加·拉克塔人——无论出于何种原因——最终都难逃死亡或流放的命运。	false
resources_onscreen_text_cr_minor_secondary_monkeys_altar	[[col:yellow]]猴神祭坛[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出毛皮[[/col]]	false
resources_description_cr_minor_secondary_monkeys_altar	虽然阿沙沙尼高地的大部分地区由未经开发的自然景观组成——除了偶尔悬挂在树梢上的梵那罗村庄——但猴神祭坛却独树一帜。这是一座规模宏大的石制建筑，以人类的标准来看或许简朴，但因其建造者而显得非凡。梵那罗人天性懒散，通常不太在意宗教或建筑，然而这里却矗立着由梵那罗亲手建造的宏伟猴神祭坛。\\n\\n这座祭坛由伟大的南方猴王帕斯巴兹于两百多年前建造，供奉着两位外来的神灵：布拉米尔和吉尔加德雷什。布拉米尔作为自由之神和暴君屠戮者，非常符合大多数梵那罗人的性情；但吉尔加德雷什除了在最有野心和见识的梵那罗人中外，并不怎么受欢迎。建造、组织、规划，这些对于喧闹的梵那罗人来说都是陌生的概念，但仍有少数猿人希望看到他们的社会能与印地的其他王国并肩而立。	false
resources_onscreen_text_cr_major_secondary_raakhse	[[col:yellow]]拉克瑟[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区拥有牧场[[/col]]	false
resources_description_cr_major_secondary_raakhse	印地是一片古老的土地，即使是最新的城镇也已矗立了数个世纪。拉克瑟便是这些较新的定居点之一，是根据索姆纳吉里造神者的命令建立并定居的。拉克瑟是印地苦行哲学的中心，僧侣们在这里过着自我约束的贫困生活。\\n\\n只有少数最高等级的造神者才知道一个秘密：拉克瑟并非这里建造的第一座城市。两千五百年前，这里曾有一座名为阿南加拉姆的大理石之城，凡人与神灵一同生活在狂喜的放纵中。由于神灵很少是节制的，这在一段时间内并未引起外界怀疑，直到一颗双尾彗星划过天际。阿南加拉姆的人民将其视为神谕，揭开了他们的面纱；阿南加拉姆的中心成为了通往色孽领域的门户，唯有萨马塔本人才能将这座城市彻底净化。\\n\\n正是拉克瑟的苦行者们压制着下方阿南加拉姆的腐蚀，尽管他们对此一无所知。	false
resources_onscreen_text_cr_minor_secondary_pituhiccha	[[col:yellow]]皮图希查[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出香料[[/col]]	false
resources_description_cr_minor_secondary_pituhiccha	在皮图希查，统治者是印地的法律与秩序之神卡农达塔，在西方他也被称为暴政之神。皮图希查社会的每一个元素都受到严格而缜密的控制，每一次社交互动都具有仪式性的意义，每个生命的价值在出生时就已注定。卡农达塔青睐的臣民生活舒适，而底层民众则被没完没了地压榨。这一切都是在神圣法律的名义下进行的，而卡农达塔绝非仁慈之神。\\n\\n对于神圣萨姆拉吉亚姆的造神者来说，卡农达塔是一个有用的工具，因为他的追随者顺从且法律严密，但他的直接暴政仅限于皮图希查，对周边土地的影响有限。如果不是因为畏惧西方的布拉米尔自由城邦，卡农达塔可能会对造神者抱有更多怨恨。对于布拉米尔的信徒来说，只有黑暗诸神比卡农达塔的暴政更邪恶。	false
resources_onscreen_text_cr_minor_secondary_rtanagram	[[col:yellow]]瑞塔纳格拉姆[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出陶器[[/col]]	false
resources_description_cr_minor_secondary_rtanagram	曾经，来自印地各地的旅行者都会前往瑞塔纳格拉姆朝圣，向死亡之神与灵魂引路人阿特玛西卡祈祷，祈求在现世结束后的未来能获得好运。然而现在，外来者都对瑞塔纳格拉姆敬而远之，因为这里的死亡教派已经开始崇拜永恒死亡之神，忘记了曾经保护他们灵魂的伟大阿特玛西卡。\\n\\n瑞塔纳格拉姆现状始于约三百年前，一群奇怪的、半腐烂的教徒渗透了进来，尽管外表枯萎，却展现出惊人的力量。通过诡计、黑魔法和永生的诱惑，这些在其他土地上被称为“吸血鬼”的不死生物取代了阿特玛西卡的教派。曾经的教义认为生与死都是暂时的状态，而现在，死者在月光下永不老去。\\n\\n瑞塔纳格拉姆的人民仍被困在不死“神灵”的暴政之下，这无疑是对邻近的布拉米尔自由城邦的冒犯。	false
resources_onscreen_text_cr_minor_secondary_suryapuri	[[col:yellow]]苏里亚普里[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出木材[[/col]]	false
resources_description_cr_minor_secondary_suryapuri	即便以印地西部的标准来看，苏里亚普里也是一座混乱的城镇。这里曾受预言女神帕姆哈卡及其丈夫锻造之神约斯拉南的指引。全城曾合力支持这对神灵伉俪的杰作，使苏里亚普里成为一处抵御外敌的奇迹之地。遗憾的是，好景不长；当一支强大的谢尔加·拉克塔战帮从北方袭来，他们洗劫了苏里亚普里并奴役了神灵夫妇，将他们关在蒙着面纱的车厢笼子里带走。去向不明，但与帕姆哈卡有关的事极少是偶然。\\n\\n自失去神圣领袖后，苏里亚普里的人民开始自相残杀，各街区沦为武装帮派的领地，为争夺约斯拉南的伟大遗作而战。这里曾是西部自由城市的象征，一座骄傲且独立的城镇，如今却只剩下疯狂。	false
resources_onscreen_text_cr_minor_secondary_tarangnagar	[[col:yellow]]塔朗纳加尔[[/col]]\\n[[col:ui_font_inactive_grey_light]]该行省产出药草[[/col]]	false
resources_description_cr_minor_secondary_tarangnagar	在婆罗米里西部的自由城市中，塔朗纳加尔最为尚武。自史料记载以来，其海岸一直遭受混沌势力的侵扰，且随时间推移愈演愈烈。曾经，塔朗纳加尔的战士只需面对来自神秘南方荒原的恶魔野兽，但在近几个世纪，他们还必须面对日益猖獗的西方帝国掠夺，更不用说纳垢那令人作呕的瘟疫舰队。\\n\\n塔朗纳加尔是全印地防御最森严的城市之一，周边海域的众多岛屿上遍布着架满火炮的小型要塞。入侵发生时，南方蜥蜴海岸无数的丛林小村会撤往塔朗纳加尔，那里冷酷而坚毅的南方战士们会死守阵地，抵御野蛮混沌信徒及其狰狞恶魔同伴那排山倒海般的攻势。	false
resources_onscreen_text_cr_minor_secondary_lions_den	[[col:yellow]]狮穴[[/col]]\\n[[col:ui_font_inactive_grey_light]]该行省产出染料[[/col]]	false
resources_description_cr_minor_secondary_lions_den	虽然高等精灵殖民地托尔·埃拉索自诩统治着印地以南的群岛，但事实是其驻军捉襟见肘，海军也忙于抵御掠夺者和混沌海兽，无暇巡逻岛屿海岸。在精灵殖民定居点的视线之外，原始的疯子们聚集在复杂的洞穴系统中，向他们的狮形神灵——伟大的柯拉辛哈祈祷。\\n\\n狮穴是这些洞穴定居点中规模最大的，嗜血的战士和野兽人在黑暗中集结，披挂着敌人的鲜血与皮毛。对柯拉辛哈而言，暴政以及随之而来的秩序皆是软弱，而弱者理应被自由且强大的强者举行仪式屠杀。\\n\\n在少数关注此事的托尔·埃拉索高等精灵看来，柯拉辛哈教派显然只是一个崇拜恐虐的小教派，即便以其典型的野蛮标准来看也显得原始。然而，精灵们并未意识到，柯拉辛哈正开始在大陆的婆罗米里信徒中获得支持……	false
resources_onscreen_text_cr_minor_secondary_caves_of_fire	[[col:yellow]]烈焰洞窟[[/col]]	false
resources_description_cr_minor_secondary_caves_of_fire	在天离之地进入天堂山脉的交界处，烈焰洞窟的光芒投下长长的阴影。此地酷热难耐，唯有最坚韧的灵魂方能承受，深处的超自然火焰在空中跳跃，追逐着不洁之人。对于少数能勇闯烈焰洞窟险境的人，居住其中的古老存在会赐予知识。\\n\\n烈焰洞窟的传说在数千年的岁月中传遍印地，如今洞窟的居民已被纳入许多印地神系。这些存在被冠以多种身份：灰烬之主巴斯梅斯瓦拉、启蒙者普拉卡萨卡，以及净化之火阿苏达提。尽管如此，仍有人相信这些存在实际上是一位伟大而神秘的火神的不同化身。	false
resources_onscreen_text_cr_minor_secondary_shantivara	[[col:yellow]]香提瓦拉[[/col]]	false
resources_description_cr_minor_secondary_shantivara	香提瓦拉突入震旦大运河的南端，是一处由原木和猴人粪便搭建而成的简陋码头与仓库集散地。极少有来自震旦和印地的商人在此停靠；香提瓦拉的猴人热衷于尔虞我诈，既为牟利，也为取乐。尽管如此，猴人仍需要许多他们无法自行采集或制作的商品，并相应地提供许多货物出售，只不过其中大部分是偷来的。\\n\\n但香提瓦拉的码头绝非空无一人。虽然神圣萨姆拉吉亚姆会拦截并遣返大多数库雷什人类难民——这是维持海湾和平的阴暗且脆弱条约中的一项条款——但猴王确实傲慢无礼，对纳迦女王及其指令嗤之以鼻。因此，一个库雷什社区在此壮大，他们大多避开城市喧闹的小巷，栖身于各种形状和大小的船只上。\\n\\n香提瓦拉还是南达克希猴王海军的基地，其海军以舰船和水手数量而非质量闻名。大多数猴人极易晕船，但在猴人那种粗俗的幽默感中，呕吐更多是笑料而非厌恶。大多数猴人甚至将其视为一种优势；酸腐的胆汁味只会进一步增加这些猿猴水手对敌人的威慑力。	false
resources_onscreen_text_cr_minor_secondary_temple_of_shear_khawn	[[col:yellow]]谢尔·汗神庙[[/col]]\\n[[col:ui_font_inactive_grey_light]]该行省产出异域动物[[/col]]	false
resources_description_cr_minor_secondary_temple_of_shear_khawn	在天山山脉的脚下，马鲁布荒漠与拉克塔德维河谷的交汇处，矗立着宏伟的希尔·汗神庙。希尔·汗是印地最年轻的神灵之一——诞生尚不足五百年。他在此地降世，是荒漠造神者们试图平息舍尔加兽群入侵时，那充满敬畏的恐惧之情的化身。在维亚格拉姆广场，颤抖的奴隶们曾为复仇之虎建造了第一座简陋的神庙。如今，希尔·汗最受尊崇的战士居住在镶嵌宝石的大理石宿舍中，英勇虎人的宏伟石像将他的形象深深刻入人类与野兽人的脑海中。\\n\\n在印地全境，还有许多供奉希尔·汗与拉克塔舍尔加的小型神龛，但那些只是平民祈求怜悯与庇护的场所。希尔·汗最虔诚、最真实的信徒，无论是人类还是虎人，皆为战士。对于这些真正的信徒而言，唯有希尔·汗神庙才是向他祈求力量与狂怒加持的适宜之地。	false
resources_onscreen_text_cr_minor_secondary_vajrapur	[[col:yellow]]扎利姆·加尔[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出黑曜石[[/col]]	false
resources_description_cr_minor_secondary_vajrapur	很少有和平的访客经由陆路进入印地诸国；穿越北部天山山脉的隘口不仅稀少，且被喜怒无常的猴人、贪婪的食人魔或领地意识极强的灵体所占据。对于印地山民来说，生活异常艰辛，而扎利姆·加尔的人民对此体会最深。扎利姆·加尔的驻军由卓越的散兵和伏击者组成，数百年来，他们一直向加鲁尔祈祷——这位女神能从顽石中雕琢出山脉，从弱者中锻造出战士。\\n\\n然而，加鲁尔的信仰中仍有弱者的一席之地，他们只是等待被锻造的战士。在过去的几个世纪里，扎利姆·加尔的生活变得愈发艰难。随着金牙部落征服哀痛山脉，越来越多的食人魔掠夺者试图将扎利姆·加尔的人民当作口粮。每过十年，就有更多的扎利姆·加尔战士背弃仁慈的加鲁尔，转而投向残暴的希尔·汗……	false
resources_onscreen_text_cr_minor_secondary_bandaragha	[[col:yellow]]班达拉加哈[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出药草[[/col]]	false
resources_description_cr_minor_secondary_bandaragha	虽然索姆纳吉里是印地最大的贸易港口，但神圣萨姆拉吉亚姆的大部分舰队都从班达拉加哈启航。印地诸国并不以海军实力闻名，但其神灵中有几位专注于海洋，并率领舰队抵御来自库雷什、遥远的诺斯卡以及混沌矮人恐怖奴隶战船的入侵。\\n\\n班达拉加哈的大部分人口由人类组成，主要是水手和渔民，还有一些在更好港口中失意的商人。尽管一些精选的石制神庙历经数世纪幸存下来，但这里缺乏印地建筑特有的奇迹感，因为居住在班达拉加哈的海神心胸狭隘，常因当地人类的轻视而发动凶猛的洪水和风暴进行报复。\\n\\n有传言称——尽管只有愚者才会大声说出来——神圣萨姆拉吉亚姆的舰队之所以从班达拉加哈启航，是因为傲慢的海神不愿与索姆纳吉里的众神分享荣耀。	false
resources_onscreen_text_cr_minor_secondary_pubjiwanpur	[[col:yellow]]普布吉万普尔[[/col]]	false
resources_description_cr_minor_secondary_pubjiwanpur	普布吉万普尔曾是征服者拉贾·斯林卡玛塔的故乡。在他统治的鼎盛时期，他几乎征服了整个印地，唯有索姆纳吉里逃脱了他的掌控。就在胜利前夕，斯林卡玛塔的帝国被巨大的季风摧毁，洪水淹没了山谷，风暴推倒了山丘。因此，布拉米尔的信徒认为，斯林卡玛塔妄图统治全印地的愚行，正是其神灵与信仰之敌——暴君的象征。这些暴君终将被布拉米尔的神圣洪流所推翻。\\n\\n如今，普布吉万普尔只剩断壁残垣与棚户区，那里曾是斯林卡玛塔的黄金豪宅所在地。在这种状态下，普布吉万普尔成了布拉米尔信徒眼中的圣城，象征着他们对所有暴君的诅咒。布拉米尔信徒中为数不多的权威人物，一生中至少要前往普布吉万普尔朝圣一次，否则就会被强行罢黜。\\n\\n自从什里曼特·拉奥在该地区掌权以来，有传言称他正试图重建普布吉万普尔往日的辉煌……	false
resources_onscreen_text_cr_minor_secondary_bistdarah	[[col:yellow]]比斯特达拉[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出异域动物[[/col]]	false
resources_description_cr_minor_secondary_bistdarah	拉克塔德维三角洲是神圣萨姆拉吉亚姆的心脏，但其地理位置十分危险，因为这里距离“虎之眼”的残暴虎人和南达克希的贪婪猴人仅一步之遥。比斯特达拉是阻挡野兽人战团劫掠拉克塔德维三角洲的堡垒，在比斯特达拉驻军中服役既是荣誉，也伴随着巨大的危险。在比斯特达拉的战士中，许多头颅最终都会悬挂在虎人的腰间。\\n\\n对于神圣萨姆拉吉亚姆中那些厌恶萨马塔在首都闲散度日的尚武神灵来说，比斯特达拉是他们的常去之地。这无疑也是许多造神者的偏好，他们发现萨马塔比他那些更活跃的同伴更容易管理。比斯特达拉及其周边村庄由这些神灵组成的严密政权铁腕控制，这引起了该地区布拉米尔少数信徒的不满。	false
resources_onscreen_text_cr_minor_secondary_matrdayam	[[col:yellow]]马特里达亚姆[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出香料[[/col]]	false
resources_description_cr_minor_secondary_matrdayam	拉克塔德维河对印地人民而言不仅是河流，更是变幻莫测的蛇女神，掌控着生杀大权。其三角洲是印地最肥沃的土地，产出的庄稼不仅供养神圣萨姆拉吉亚姆，还远销次大陆乃至震旦南部。马特里达亚姆是拉克塔德维泛滥平原的中心城市，无数村庄向此地的千神进贡。加哈拉贾官员精确统计每桶谷物并确保其去向。唯有震旦上武的官僚机构能与其效率媲美。\\n\\n此地生活艰辛，季风虽肥沃土地，却也常冲走村庄。马特里达亚姆屹立不倒，洪水在此分流。平民视其为女神的恩赐，认为其配偶智慧之神兼祭司守护神坎德瓦拉引导了河道。然而，平民鲜知“造神者”的影响——他们保护城市以维持财富，却对季风灾害袖手旁观。	false
resources_onscreen_text_cr_minor_secondary_city_of_spires	[[col:yellow]]尖塔城[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出食盐[[/col]]	false
resources_description_cr_minor_secondary_city_of_spires	尖塔城坐落于天堂山脉与蜥蜴海交汇处，扼守闹鬼森林与印地王国间的通道。城内尖塔与圆顶覆盖着闪亮的瓷砖。该城建于贝尔·沙纳尔统治时期，临近东西贸易路线，尽管大多数访客乘船抵达。守望者奥里安尼安王子是一位怀念洛瑟恩生活的诗人。在他的疏于管理下，尖塔城正成为名声不佳的海员避风港。\\n\\n几个世纪以来，奥苏安与印地间的贸易通过尖塔城流动，由远在马林堡的高等精灵乌里奥格萨贸易家族促成。印地与奥苏安的商人虽不满该家族的垄断，但这些马林堡商人王公的政治影响力和残酷手段让他们稳坐江山。	false
resources_onscreen_text_cr_minor_secondary_varindapur	[[col:yellow]]瓦林达普尔[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出大理石[[/col]]	false
resources_description_cr_minor_secondary_varindapur	在马鲁布沙漠与蜥蜴海交汇处，坐落着古老如迷宫般的瓦林达普尔。索姆纳吉里与吉尔加德雷什神庙的古籍记载了此地的英雄拉贾与贤哲，其历史比拉克塔德维的拉贾或南方的智者更为悠久。甚至震旦上武的卷轴也记载了长垣尚青涩之时，此地与震旦南方行省火龙的往来。\\n\\n瓦林达普尔历史的核心并非远古荣光，而是中期的谜团。在贤者吉尔加德雷什升神前一个世纪，城中居民彻底失踪，未留痕迹。既无大规模迁徙记录，也无入侵迹象。虽然后来有人重新定居，但失踪之谜从未解开。现代居民不愿深思此事，更不愿想象悲剧重演。	false
resources_onscreen_text_cr_minor_secondary_vrindavanis	[[col:yellow]]温达瓦尼斯[[/col]]\\n[[col:ui_font_inactive_grey_light]]该地区产出大理石[[/col]]	false
resources_description_cr_minor_secondary_vrindavanis	印地东海岸见多识广的人庆幸库雷斯蛇人深居简出，极少离开阴暗丛林。温达瓦尼斯则是蛇人跨越海峡后的惨痛教训：一支庞大的蛇人军队洗劫了城市，吞噬了居民，并将其夷为平地。\\n\\n此后温达瓦尼斯荒废百年，直到最近一群来自索姆纳吉里的移民重新定居。由于拉克瑟与班达拉加哈的资源供应，重建进度超出预期。然而并非一切安好：数月来已有定居者失踪，城下发现了诡异洞穴，甚至有人声称在黑暗中看到了竖瞳……	false
resources_description_cr_minor_secondary_isles_of_the_monkey_king	美猴王群岛位于印地西海岸，曾是高等精灵乌里奥格萨家族全球殖民链的一环。随着该家族在印地的兵力调往尖塔城，乌兹库尔·明戈尔矿业公司在入侵群岛时几乎未遇抵抗，并将其作为建设西侧昂瓦斯卡尔的基地。\\n\\n群岛主要居住着猿人，但其名称名不副实：此地已有数世纪未见猴王统治，且并非天堂山脉那位著名美猴王的领地。此地的猿人曾享有相对自治，深林与外岛的部落与“首都”进行贸易或劫掠。高等精灵只关心贸易垄断，但混沌矮人则是更残酷的统治者。整片丛林被焚毁，部落被奴役或吞噬。猿人们正眼睁睁看着自己的生活方式化为灰烬……	false
resources_onscreen_text_cr_minor_secondary_isles_of_the_monkey_king	[[col:yellow]]猴王群岛[[/col]]\\n[[col:ui_font_inactive_grey_light]]此地区产出香料[[/col]]	false
